,Comment
7257,WiFi static IP configuration bug\n\nThis fix makes sure that WiFi does not get connected\nwhen configuring static IP and not associated to any\naccess point.\n\nChange-Id: I42909008de9d0a0bd33115e151161ca01dd0d884\n
7258,Adding pan behavior on preference dialog.\n\nChanged the preference dialog with text input to pan if\nthe display area is limited. This helps the user to see\nthe input better.\n\nChange-Id: I12341546f6f82601ac5a2746153255a9b2d49a1c\n
7259,Battery Use \u0027Time on\u0027 label overlaps actual time value fixed\n\nBoth the \u0027Time on\u0027 label and actual time value is displayed on one\nline. As the text increases due to language change(Espanol) and time\nin days hours minutes seconds there is overlap of text in display.\nSolution is to put \u0027Time on\u0027 label and actual time on seperate lines.\n\nChange-Id: I06ff2852cb142fefdd7ade786664eda295ef4179\n
7260,"Merge \Fix android.bat to properly cd to temp dir\"" in tools_r9.\n\nFixes an issue when the SDK is not on the same drive\nthan the temp dir that android.bat uses.\nReported on http://code.google.com/p/android/issues/detail?id\u003d4410\n\nChange-Id: Ie89f77b92aaa1219f1b77aa8f8d4117e715d4533\n"""
7261,GLE2 context menu support.\n\nContext menu now shows some view properties:\n- for all views quick access to layout width/height.\n- for LinearLayout quick access to orientation.\n- for all views quick access to all boolean enum or flag attributes.\n\nSome follow up will be necessary in another CL namely:\n- booleans must be tri-states (true false cleared).\n- need a way to clear enum and flags rather than just change the value.\n\nChange-Id: Ie7451c21f0781f0efb0a1bbc676abef80027c4f7\n
7262,Fix android.bat to properly cd to temp dir.\n\nFixes an issue when the SDK is not on the same drive\nthan the temp dir that android.bat uses.\nReported on http://code.google.com/p/android/issues/detail?id\u003d4410\n\nChange-Id: I993ea550056bda2c696c28bfa135aa186aad7a05\n
7263,Fix InsetDrawableTest#testGetOpacity\n\nBug 2397630\n\nBitmapDrawableTest#testMutate changed the constant state which affected\nInsetDrawableTest#testGetOpacity. However the test wasn\u0027t doing much of\nanything so I\u0027ve changed it a bit to call setAlpha and check\ngetOpacity a couple times. This test shouldn\u0027t have a problem with\nconstant state because it calls setAlpha before checking anything.\n\nChange-Id: I1cca5cb18107a647e40c13a7c88c905856436595\n
7264,Fix code style\n\nChange-Id: Ia42824614b270bf2372c9c88f4af82f6d01dacda\n
7265,"usb: ehci: tegra: Don\u0027t change the hcd state on restart\n\nusbcore will change it once the bus has been resumed. This fixes\nthe \hub 3-0:1.0: activate --\u003e -22\"" error on resume.\n\nChange-Id: Icff283a60634b4d003e77aafb5a5127d415cbd3f\nSigned-off-by: Benoit Goby \u003cbenoit@android.com\u003e\n"""
7266,ARM: tegra: clock: Add function to set SDMMC tap delay\n\nThe SDMMC controllers have extra bits in the clock source\nregister that adjust the delay between the clock and data\nto compenstate for delays on the PCB.  The values need to\nbe set from the clock code so the clock can be locked\nduring the read-modify-write on the clock source register.\n\nChange-Id: Id25b7cc01fa4ec48478b60aefdf5e59bb040fbf2\nSigned-off-by: Colin Cross \u003cccross@android.com\u003e\n
7267,Telephony: Customize voicemail number for operators\n\nWhen the user reads voicemail number it will read\nis first from SIM then from preferences then from\ncustomization. That allows an operator to customize\nthe voicemail number.\n\nChange-Id: Icf5aad3f5608b82006ee9a97c4486791789a90e8\n
7268,Fix More TextViewTest Landscape Issues\n\nIssue 12472\n\nRemove an unused view from the layout that was not letting some widgets\nincrease in height.\n\nChange-Id: I7fbb84638a3b54c874cb76fa8b9fcc965d161891\n
7269,Telephony: Time count shouldn\u0027t restart after call gets disconnected\n\nAvoid showing 00:01 when the call gets disconnected by the\nother party. Check call state if it disconnecting then\njust return without updating the time count.\n\nChange-Id: Id30abaa8876ae8dbd7e865b35483dfde6b9eb202\n
7270,Send vCard with Unicode encoded Strings over BT\n\nThe standard Android code doesn\u0027t correctly handle creation of byte\npackets when sending vCard data.  The length of a String is used to\nspecify the number of bytes being sent which works if all\ncharacters are ASCII (1 byte per char) but if Unicode characters\nexist within the string then bytes vs String length differ which\ncauses a truncation of the vCard during Bluetooth send.\n\nChange-Id: Ic39dd53a38f1f353523c625940b0317b00e86d4f\n
7271,Fixed memory leak in function getThumbnail.\n\nIf the function is able to extract a thumbnail it returns without\ncalling the function DiscardData() which cleans up the parsed\nEXIF data.\n\nChange-Id: I9642f059ff2270ad2ced26a349f14e5255ee40fb\n
7272,Fix ListViewTest#testGetMaxScrollAmount\n\nIssue 7425\n\nThe test depends on the device\u0027s screen size. The SDK comments on\nthe method and our goal not to depend on device screen size forces\nus to reduce the test to testing no scrolling for an empty adapter\nand some scrolling for a non-empty adapter.\n\nChange-Id: I5a5d5a5d643f139edc74fc09af8a897e1999f93e\n
7273,Fix instructions on how to build the doc.\n\nChange-Id: Id9cde46b38a74f0f6ee368fdc43aee8ec6082b5f\n
7274,Fix ViewTest#testGet*VisibleRect* for QVGA\n\nBug 2447678\n\nInstead of resizing the test view to 200x300 resize the widget\nto a size that will be visible on the screen by setting it to\nhalf te size of the window. This works in both portrait and\nlandscape as well.\n\nChange-Id: Ic30bc7c396e39f64ccc89eb4a1a853390883a89e\n
7275,[ARM] msm: rmnet: Track wakeups due to xmit/rcv instead of globally.\n\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7276,[ARM] omap: resource: FIX update_resource_level() from resource_release()\n\nProperly call update_resource_level() from resource_release() on the\nsuccess case. Previously this was not getting called.\n\nChange-Id: Ie543cf9c7cedc00699d355ad0d8cf2c59e885d78\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7277,[ARM] msm: rmnet: Different stat timeouts when screen is on/off.\n\nTimeout for modem powerdown can differ when the screen is on/off.\nAllow timeout to change via early suspend/resume hooks.\n\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7278,Unify am startservice commands.\n\nThis replaces the implementation with an equivalent one.\n\nChange-Id: I1343ddee9414a67906cd426b8381ddbace873894\n
7279,"Add option to set ListPreference summaries from entryValues\n\nCurrently when ListPreferences are used in a PreferenceActivity the summary\nvalues are set to the same as the current index in mEntryValue. This patch\nadd an option \summaryFromEntries\"" to allow the summary to be set from the\ncorresponding index in mEntries to aid in localization.\n\nFor example a preference may be named \""color\"" with the following attributes\nin the locale \""de\"" (German):\n\nmEntryValues \u003d { \""red\"" \""green\"" \""blue\"" }\nmEntries \u003d { \""rot\"" \""grün\"" \""blau\"" }\n\nChange-Id: Iad9e96a49f1266d20f537f5fc77ca1a7bd284a84\n"""
7280,Allow \u0027adb pull\u0027 to pull symlinked files\n\nChange-Id: I02f31334e4ee0c7b0e7b379016629a465e711905\n
7281,USB: gadget: f_mass_storage: Defer handling interface changes until it is safe.\n\nPulling in some code from file_storage.c we now handle interface changes\nin do_set_config() which is now not called until any pending requests have\nbeen successfully completed or cancelled.\n\nThis fixes a race condition that resulted in usb_ep_free_request() being called\nwhile the request is still busy.\n\nSigned-off-by: Mike Lockwood \u003clockwood@android.com\u003e\n
7282,"This patch is adding OSS audio interface support.\nThere is one problem to really make sound work. The alsa driver\nonly expose a virtual master and the default maximum volume is zero/mute so\nthe range of volume is 0-0. But OSS seems have no interface to set the number.\nTo make audio works we can add following into init.hardware.sh to\nchange Master to Front before audioflinger starts.\necho \u0027VOLUME \Front\"" 0\u0027 \u003e /proc/asound/card0/oss_mixer\n"""
7283,Allow prebuilt libraries and the associated makefile to be in\ndifferent directories.\n
7284,OpenCORE 2.02 Update. Refer to ChangeLog for details\n
7285,Make the HelloGallery tutorial example compile.\n\nThis fixes Android issue http://b.android.com/3295\n\nChange-Id: I5e8b98c5a20d3860052eae5beb0a0b35d82f6b64\n
7286,ZOOM2: Enable previewer and resizer in defconfig\n\nEnable the ISP Previewer and Resizer modules in the Zoom2 defconfig.\n\nSigned-off-by: Dominic Curran \u003cdcurran@ti.com\u003e\n
7287,[ARM] omap2: enable BTAC/BTB flushing on HS omap parts\n\nSigned-off-by: Erik Gilling \u003ckonkers@android.com\u003e\n
7288,[ARM] omap2: workaround Stale prediction on replaced interworking branch on Cortex-A8\n\nThis patch adds the workaround for the 430973 Cortex-A8 (r1p0)\nerratum. The BTAC/BTB is now flushed at every context switch.\n\nSigned-off-by: Catalin Marinas \u003ccatalin.marinas@arm.com\u003e\nSigned-off-by: Erik Gilling \u003ckonkers@android.com\u003e\n
7289,[ARM] msm: clean up CONFIG_MSM_AMSS_VERSION dependencies\n\nAdded the following new silent (not explicitly selectable) features:\n\tMSM_RPC_ROUTER_BW_COMPAT\n\tMSM_NEW_ADSP\n\tMSM_NEW_AUDMGR\n\tMSM_VFE_CLOCK_SWITCHED\nand tied them to the value of MSM_AMSS_VERSION\n\nAlso centralized all RPC program and RPC version values in\nheader mach/msm_rpc_versions.h which is included in each RPC driver.\nIn this way nothing outside of msm_rpc_versions.h needs to depend\non the value of MSM_AMSS_VERSION.\n\nSigned-off-by: Iliyan Malchev \u003cmalchev@google.com\u003e\n
7290,[ARM] msm: mt9t013: reduce frame rate to 21fps\n\nHaving the frame rate fixed at ~28fps causes a lot of noise\nstripping and color issues on the 3.2M mt9t013 camera sensor.\n\nSigned-off-by: Iliyan Malchev \u003cmalchev@google.com\u003e\n
7291,Fix build.\n
7292,Fix build.\n\nChange 9099 was a little bit too aggressive and removed a line it shouldn\u0027t have.\n
7293,[ARM] msm: camera: s5k3e2fx: Fix the reddish color shading issue\n\nmodify the EVT5 lens correction setting\n\nSigned-off-by: Paul Eastham \u003ceastham@google.com\u003e\n
7294,Allow Am to start services\n\nChange-Id: I31d066ae2c980cc293e55034446a63a0f42088ad\n
7295,"Fix \make layoutlib\"" under Windows+Cygwin\n\nChange-Id: I5277afe77f1e3367ecfd0933a9ab14a5a42c2be2\n"""
7296,plat-omap: gpio: Configure gpio padconf wakeups on late_init()\n\nConfiguring in the idle path is too slow.\nPossible revisit if padconf changes past late_init() idle will miss this\nbut suspend will enable it properly.\n\nThis wakeup code got lost in the DSPBRIDGE commit putting back in.\n\nChange-Id: I75633ae625e60741621e01c2386fdc3a7574b18e\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7297,[ARM] msm: defconfig: Enable netfilter support in defconfig\n\nSigned-off-by: San Mehat \u003csan@android.com\u003e\n
7298,Add -l option to `adb sync`\n\nChange-Id: I87c01663dff319dde24b70560e6fe5647ebf9d49\n
7299,[ARM] msm: rmnet: Track wakeups due to xmit/rcv instead of globally.\n\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7300,[ARM] omap: pm34xx: Remove PER wakeup dependency on CORE.\n\nWe can remove this wakeup dependency since now when\nGPIO2-6 are enabled for IO-pad wakeup PER domain is gauranteed\nto be awake or be woken up to service.\n\nThe previous dependency did not handle all corner cases. Since there\nwas no sleep dependency between CORE and PER domains if PER enters\nRET and CORE is ON PER will not be active for GPIO handling.\n\nChange-Id: Icdbc9a848121670eae7ea8b0fec9430e1a1e0e09\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7301,rtc: msm_rtc: Conditionalize some debugging\n\nSigned-off-by: San Mehat \u003csan@android.com\u003e\n
7302,[ARM] msm: defconfig: Regenerate defconfig\n\nSigned-off-by: San Mehat \u003csan@android.com\u003e\n
7303,Implement read(2) in ashmem driver\n\nBug: 2595601\nSigned-off-by: Bjorn Bringert \u003cbringert@android.com\u003e\nChange-Id: I82c22b99b8830e9f0f960d4593d0940f0f169abb\n
7304,msmfb: specify partial updates support as a panel capability.\n\nNot all panels will be able to support partial updates.\n\nSigned-off-by: Dima Zavin \u003cdima@android.com\u003e\n
7305,tests: Add simple direct i/o test\n\nAdds a simple write/readback test of direct i/o on a block\ndevice node.\n
7306,tests: Add simple direct i/o test\n\nAdds a simple write/readback test of direct i/o on a block\ndevice node.\n\nChange-Id: I06c2bb50fbc014157f5e0eaf2bbb910b89f5fc25\nSigned-off-by: Garmin Android technology group \u003candroid@garmin.com\u003e\n
7307,Don\u0027t allow invalid Uris to be added as observers.\n\nIf a null segment is added it will cause problems traversing the list\nat a later point.\n\nChange-Id: I5aa97b969cac7231e214168af7d3263b1c16f0a0\n
7308,sdio: fix sdio_reset_comm() error path\n\nSigned-off-by: San Mehat \u003csan@android.com\u003e\n
7309,[ARM] msm: rmnet: Different stat timeouts when screen is on/off.\n\nTimeout for modem powerdown can differ when the screen is on/off.\nAllow timeout to change via early suspend/resume hooks.\n\nSigned-off-by: Mike Chan \u003cmike@android.com\u003e\n
7310,Fix NPE in IMMS\n\nThe code to show and hide the dialog is not thread safe.\n
7311,Fix a dvmAbort that happened in the zygote checking that objects were scanned\non the previous GC.\n
