,Comment
5351,mm applic will call beginmmsconnect in transactionservicejava consecut while we receiv or send mmsnthen enableapntyp in gsmdataconnectiontrackerjava will be call consecut alsonso we need to check connect statu befor cleanup the connnectionn 
5352,bluetooth fix kernel panic while disconnect rfcommnnrfcommsessiondel wa be call after session entri remov from listnnnedoffbi nick pelli 
5353,further fix for build opencor on and minor addit chang 
5354,ad goldfish tti event mmc nand and batteri devic supportnid sheng yang yunhong jiang xiaohui xin jun nakajima 
5355,header and config for goldfishnid sheng yang yunhong jiang xiaohui xin jun nakajima 
5356,fix for progressbarsetmax will alway redrawnnfix for issu chang the maximum of a progress bar doesnnot caus it to be redrawn even though a new maximum chang thenposit of the current progress in relat to it maximum with thi fixnsetmax will alway caus refreshprogress to be call if the maximum isndiffer than it wa beforenid 
5357,dhcp dn request paramet request list to contain dnsnnexplicitli includ dn in the list of paramet request innth dn request without thi some dhcp server may skip the dnsnentri in the dhcp repliesnid 
5358,adjust avd creat dialog to match sdcard size limitsn mksdcard to a minimum of mib which is whatnw enforc in the UI I believ the mib min wa obsoletednbi the mib onenalso warn the user about the minmax sdcard size properlyndirectli in the creation dialog instead of reli onnmksdcard to fail laternid 
5359,keycod addnid 
5360,keycod addnid 
5361,correct type of lastendnd type of lastend to gelfoff wa int to match type ofnvalu that are assign to it int is bit on most arch butngelfoff is bitnid 
5362,work around elfcopyc assert failurennwork around assert failur lastend when build cyanogenmod externaljpegnon mac OS X by ad a call to sortrangesnni think that the proper nonworkaround fix would be to make surenthat getsortedrang alway return sort rangesnid 
5363,ad miss column to telephoni providernnth protocol and roamingprotocol column havenbeen ad to the framework but the respectivencolumn are not avail in the provid databasencaus sever crash to the phone applicationnid david sobreira marqu 
5364,handl obex abort packet sent from remot devicennthi patch add support for handl obex abort packetsns from remot devic where the remot devic is actingna a client send file to the servernndependson christian bejram 
5365,testdef new ct secur testnid 
5366,emul opengl use qemu pipennthi patch modifi the guest librari to use the newnfast qemu opengl pipe to commun with the hostnrender processnnnot that the render is still listen on a tcp socketnon port 
5367,improv custom view search and filteringnnthi chang improv the code which identifi custom view in thenprojectnnit will now filter out a number of fals matchesn class that were onli defin in a javadoc these are includ inn eclips type hierarchi search resultsn anonym classesn class that extend view but do not defin one of the base viewn constructorsn viewcontext contextn viewcontext context attributeset attrsn viewcontext context attributeset attr int defstylen We can onli instanti custom view with one or more of thesen constructor signatur at designtimennit also fix two addit bugsnn It chang the search flag pass to the search engin which makesn it now find custom view that are static innerclassesn It fix a bug in handl view descriptor which made the customn view palett not work at all in some project in some case then descriptor would be null which caus an npe which caus the wholen palett ializ to bail thi is the bug which made me dign through the custom view code and discov the abov problem toonid 
5368,mksdcard saniti check size better error messagesnnfixesn issu mksdcard fail to creat insan larg sdcardn issu better error messag when disk fullnndetailsn actual report fopenfwrit error instead of silent failingn thi alon fix the report issuesn check size argument pars correctli and larger thann the fat format can handlen actual indic in the usag text the minmax size valuesn ad support for a postfix to make gigabyt sdcardsnid 
5369,add miss ipc syscal for 
5370,new librari project mechan remov the librari link mechan that creat linkedn folder and instead use a contain that is lazili alizedn to be all the jar file of the librariesnid 
5371,new librari project mechanismnn when librari build creat a jar file containingn all the class except the R class and the javan resourc thi will be use by the main projectnid 
5372,updat to use conform expressionn 
5373,request ct waiver sinc the result of our devic run eclair is correct back port the solut of bug from 
5374,fix to draw textur when loadtextur is call at first timennsw render of stagefright reach loadtextur to draw imagenth first time loadtextur is call it just ializ oglntextur then return thu the first time call drawnthi patch fix to move on to draw stage after the ializationnid 
5375,check string prior send them to jninnth mediascannercli wa send raw string from externalncont directli to jni when jni check is enabl thisncaus crash when there is invalid data on the SD cardnnthi chang add check for charact that wencannot find ani valid encod for is replac with nbefor send string to jni the check itself isncopi from the dalvik jni testsnid 
5376,ad rightclick menu to logcat ddmsnid 
5377,fix ct fail for wifi onli devic and the tablet that have phone ¡¡¡ androidpermissionctsnocallpermissiontest ¡¡ androidtelephonyctssmsmanagertest¡ androidtelephonygsmctssmsmanagertest¡xtestsendmessagesnid 
5378,execut setwifienabledtru when finish testwifimanagerpropertiesnnif HW doe not have test after testwifimanagerproperti which depend on network capabl will failnto avoid thi I ad line to enabl wifi againn 
5379,do not use msoftfloat in is not built with msoftfloat so we should notnus msoftfloat in ndknid 
5380,move the goldfish audio driver to the gener directorynid sheng yang yunhong jiang xiaohui xin jun nakajima 
5381,add the pdevbu driver copi the arm version becaus smallnid sheng yang yunhong jiang xiaohui xin jun nakajima 
5382,hardcod compil option base on producttarget namesnnthi provid a way for board file to specifi librariesflag fornhardwar codec etc though realli thi should not requir compilentim option somebodi who understand opencor should fix it tondeal with thi grace at runtimennthi fix the htcdream buildn 
5383,add support to the golfish framebuff drivernid sheng yang yunhong jiang xiaohui xin jun nakajima 
5384,cupcak updat libaudionnthi fix the htcdream buildnnnedoffbi iliyan malchev 
5385,fix broken launcheractivitytestnnbug the down key a coupl time befor tri to select an itemnid 
5386,add framework resourc to the resourc choosernnreen system resourc in the resourc choosernnadd code to androidtargetdata which on demand load data from publicxmlnsuch that it can provid a list of public resourc namesnnalso use thi data to filter out nonpubl resourc from codencompletionnid 
5387,endian fix build system and elimin endian problem for both EB and EL systemsnid raghu gandham 
5388,remov stray endian flagsnid raghu gandham 
5389,mip A primit prelink map gener scan the prelink map andnnth built librari to recalcul the prelink addressesnid raghu gandham 
5390,forc sync the download file to the storag after completionnnthi will write the downlaod file to the storag sdcard in defaultnit can prevent file corrupt if the user remov the sdcard unsafelynaft a download completesn 
5391,mip add mip architectur support to buildid raghu gandham 
5392,ad some support function for use oprofil with targetnntopimportntoprofilenid raghu gandham 
5393,endian fix the byteord of keycharmap generatornid raghu gandham 
5394,arm tegra add base address and size for bseanid varun wadekar 
5395,arm tegra replac bsev with bsea in tegraaesresourcesnid varun wadekar 
5396,arm tegra arbsema use bsea instead of bsevnid varun wadekar 
5397,arm tegra add bsea to clkduplicatesnid varun wadekar 
5398,crypto tegraa switch to bsea instead of bsevnid varun wadekar 
5399,use swtmenubar in hierarchyview applicationnid 
5400,ignor testcas of tocalleridminmatchnid 
5401,fix incorrect unicod usag when use spanishnid 
5402,merg into DO not mergennfix emul gp supportnnus createthreadcb instead of pthreadcreat to creat gpsstatethreadnso it can safe call into the java frameworknnbug mike lockwood 
5403,updat changestxt for adt 
5404,fix imag reousrc in hierarchyview applicationnncurr the hierarchyview applic crash whenntri to run it from eclips the issu is that thencod look for all the imag in imag wherea thensourc code place them in resourcesimag and thenmakefil wa setup to eras the resourc partnnth fix isn move all imag back to hierarchyviewerlibsrcimagesn adjust the makefil accordinglynnanoth issu is that the about box jpeg file failednto load at least on eclips under oknw had a real icon in png that work so we should benus it for the about box anywaynid 
5405,fix argument handl in runhat functionnid raghu gandham 
5406,alloc onli need memori and align to page sizennthi patch chang alloc size of IO buffer to allocatenonli need size depend on pixwidth pixheight and bytesnp pixelnth buffer size is round to alloc alway a pages multiplennnedoffbi omar esli jimenez villarr subramani venkatesh 
